,id,category,name,price,sales_price,color,gender
690,24A_I410840DE,Décolleté,Décolleté Donna in Pelle,,101.5,Marrone,Donna
691,24A_I410870DE,Décolleté,Décolleté Donna in Vernice,,101.5,Nero,Donna
692,24A_I410870DE,Décolleté,Décolleté Donna in Vernice,,101.5,Grigio,Donna
693,24A_I411200D,Tronchetti,Tronchetti Donna in Pelle,,101.5,Nero,Donna
694,24A_I411200D,Tronchetti,Tronchetti Donna in Pelle,,101.5,Marrone,Donna
695,24A_I411390D,Mocassini,Mocassini Donna in Camoscio,,101.5,Blue,Donna
696,24A_I411390D,Mocassini,Mocassini Donna in Camoscio,,101.5,Marrone,Donna
697,24A_I411390D,Mocassini,Mocassini Donna in Camoscio,,101.5,Beige,Donna
698,24A_I411390D,Mocassini,Mocassini Donna in Camoscio,,101.5,Verde,Donna
699,24A_I411550D,Mocassini,Mocassini Donna in Pelle,,101.5,,Donna
700,24A_I411551D,Mocassini,Mocassini Donna in Pelle,,101.5,Blue,Donna
701,24A_I411551D,Mocassini,Mocassini Donna in Pelle,,101.5,Marrone,Donna
702,24A_I411610D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,101.5,,Donna
703,24A_I411611D,Sneakers,"Sneakers Donna in Pelle, Camoscio e Materiale Tecnico",,101.5,,Donna
704,24A_I013270D,Stivaletti,Stivaletti Donna in Camoscio,,104.5,,Donna
705,24A_I013273D,Stivaletti,Stivaletti Donna in Pelle,,104.5,,Donna
706,24A_I117100D,Stivaletti chelsea,Stivaletti Chelsea Donna in Pelle,,104.5,,Donna
707,24A_I308180D,Mocassini,Mocassini Donna in Pelle,,104.5,Nero,Donna
708,24A_I308180D,Mocassini,Mocassini Donna in Pelle,,104.5,T. Di Moro,Donna
709,24A_I308420D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,104.5,,Donna
710,24A_I308631DE,Décolleté,Décolleté Donna in Pelle,,104.5,,Donna
711,24A_I408631DE,Décolleté,Décolleté Donna in Pelle,,104.5,,Donna
712,24A_I410800DE,Décolleté,Décolleté Donna in Pelle,,104.5,Nero,Donna
713,24A_I410800DE,Décolleté,Décolleté Donna in Pelle,,104.5,Blue,Donna
714,24A_I410800DE,Décolleté,Décolleté Donna in Pelle,,104.5,Beige,Donna
715,24A_I410810DE,Décolleté,Décolleté Donna in Pelle,,104.5,,Donna
716,24A_I410850DE,Décolleté,Décolleté Donna in Materiale Tecnico e Pelle,,104.5,,Donna
717,24A_I410852DE,Décolleté,Décolleté Donna in Materiale Tecnico e Pelle,,104.5,,Donna
718,24A_I410900D,Décolleté,Décolleté Donna in Pelle,,104.5,Nero,Donna
719,24A_I410900D,Décolleté,Décolleté Donna in Pelle,,104.5,Beige,Donna
720,24A_I410901D,Décolleté,Décolleté Donna in Vernice,,104.5,,Donna
721,24A_I410940D,Mocassini,Mocassini Donna in Camoscio,,104.5,Rosso,Donna
722,24A_I410940D,Mocassini,Mocassini Donna in Camoscio,,104.5,Marrone,Donna
723,24A_I411210D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Nero,Donna
724,24A_I411210D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Marrone,Donna
725,24A_I411230D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Nero,Donna
726,24A_I411230D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Marrone,Donna
727,24A_I411270D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Nero,Donna
728,24A_I411270D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Marrone,Donna
729,24A_I411292D,Stivaletti,Stivaletti Donna in Pelle,,104.5,Nero,Donna
730,24A_I411292D,Stivaletti,Stivaletti Donna in Pelle,,104.5,Marrone,Donna
731,24A_I411303D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Nero,Donna
732,24A_I411303D,Tronchetti,Tronchetti Donna in Pelle,,104.5,Marrone,Donna
733,24A_I411410D,Mocassini,Mocassini Donna in Pelle,,104.5,Nero,Donna
734,24A_I411410D,Mocassini,Mocassini Donna in Pelle,,104.5,Marrone,Donna
735,24A_I411412D,Mocassini,Mocassini Donna in Vernice,,104.5,,Donna
736,24A_I411414D,Mocassini,Mocassini Donna in Pelle,,104.5,,Donna
737,24A_I411416D,Mocassini,Mocassini Donna in Pelle,,104.5,Marrone,Donna
738,24A_I411416D,Mocassini,Mocassini Donna in Pelle,,104.5,Oro,Donna
739,24A_I411417D,Mocassini,Mocassini Donna in Pelle e Tessuto,,104.5,,Donna
740,24A_I411432D,Mocassini,Mocassini Donna in Pelle,,104.5,Nero,Donna
